User Name,Slack Integration,Most Used Page,Had Free Trial,User MRR,Weekly Logins,Company Name,Industry,Company Size,Territory,Sales Call in Trial,Zendesk Integration,Salesforce Integration,Gmail Integration,Most common referrer,Most common IP,Sales Touches to Close,Used Admin Panel,Has Issued Support Request
Michael Williams,No,/tool/storyboard,No,39,5,Twilio,Technology,$100M - $500M,West,No,No,No,Yes,hotels.com,34.87.141.207,14,No,Yes
Rose Cosentino,No,/tool/search,Yes,39,7,Twilio,Technology,$100M - $500M,West,No,No,No,No,zoom.com,192.200.200.99,14,No,No
Douglas Saugis,No,/tool/storyboard,No,169,2,Twilio,Technology,$100M - $500M,West,No,No,No,Yes,/quora,165.227.215.62,16,No,No
Mary Glick,No,/tool/storyboard,No,169,5,Twilio,Technology,$100M - $500M,West,No,No,Yes,Yes,/google.com,191.96.42.80,8,Yes,No
Cindy Cochran,Yes,/tool/storyboard,Yes,39,14,Twilio,Technology,$100M - $500M,West,No,Yes,No,No,/quora,192.200.200.99,6,Yes,Yes
David Pendergrass,Yes,/tool/storyboard,Yes,169,13,Twilio,Technology,$100M - $500M,West,No,Yes,No,Yes,/quora,191.96.42.80,5,No,Yes
Antonio Woodruff,Yes,/tool/storyboard,Yes,39,5,Twilio,Technology,$100M - $500M,West,No,Yes,Yes,No,/tripadvisor.com,67.205.132.241,4,No,Yes
Ronnie Moore,No,/tool/storyboard,No,39,4,Twilio,Technology,$100M - $500M,West,No,No,Yes,Yes,/slack.com,34.87.141.207,14,No,Yes
Leon Rodkey,No,/dashboard,No,39,0,Twilio,Technology,$100M - $500M,West,Yes,No,Yes,No,/facebook.com,174.138.54.49,15,No,No
Joe Chapman,No,/tool/storyboard,No,39,7,Twilio,Technology,$100M - $500M,West,Yes,Yes,No,Yes,/tripadvisor.com,67.205.132.241,6,No,No
David Tizon,No,/tool/storyboard,No,39,2,Twilio,Technology,$100M - $500M,West,Yes,Yes,No,Yes,hotels.com,198.199.120.102,12,Yes,Yes
Ruth Rhoads,No,/tool/storyboard,No,169,3,Twilio,Technology,$100M - $500M,West,Yes,Yes,Yes,No,/tripadvisor.com,102.129.249.120,13,Yes,Yes
Stephen Walker,No,/tool/storyboard,No,169,4,Twilio,Technology,$100M - $500M,West,No,Yes,Yes,No,/facebook.com,191.96.42.80,10,No,Yes
Virginia Hess,No,/tool/storyboard,No,169,4,Twilio,Technology,$100M - $500M,West,No,Yes,No,No,/quora,67.205.132.241,12,No,Yes
Bertha Griffis,No,/tool/storyboard,No,169,6,Twilio,Technology,$100M - $500M,West,No,Yes,No,Yes,hotels.com,162.243.107.120,9,No,No
Patsy Rodriguez,No,/tool/storyboard,No,39,5,Twilio,Technology,$100M - $500M,West,Yes,No,Yes,Yes,/tripadvisor.com,138.197.222.35,11,Yes,Yes
Leslie Silverthorn,No,/tool/storyboard,No,39,5,Twilio,Technology,$100M - $500M,West,No,Yes,No,No,hotels.com,162.243.108.141,7,Yes,Yes
Michael Allen,No,/tool/storyboard,No,39,3,Twilio,Technology,$100M - $500M,West,Yes,No,Yes,No,/facebook.com,174.138.54.49,11,No,No
Sarah Paul,No,/tool/storyboard,No,169,4,Twilio,Technology,$100M - $500M,West,Yes,Yes,Yes,Yes,/tripadvisor.com,192.200.200.99,5,No,Yes
Eric Mariscal,Yes,/login,Yes,1299,5,Twilio,Technology,$100M - $500M,West,No,Yes,Yes,No,hotels.com,138.68.240.218,14,No,Yes
Darwin Hood,Yes,/tool/storyboard,Yes,169,12,Twilio,Technology,$100M - $500M,West,No,Yes,No,No,/tripadvisor.com,162.243.108.161,12,Yes,No
Philip Oconnor,Yes,/tool/storyboard,Yes,39,5,Twilio,Technology,$100M - $500M,West,No,Yes,Yes,Yes,/slack.com,165.227.215.62,15,Yes,No
Lawrence Price,Yes,/home,Yes,39,7,Twilio,Technology,$100M - $500M,West,No,No,No,Yes,/tripadvisor.com,138.68.41.90,10,Yes,No
Pearlie Moore,Yes,/home,Yes,169,12,Twilio,Technology,$100M - $500M,West,Yes,No,Yes,Yes,hotels.com,192.200.200.99,5,Yes,No
Thomas Nelson,Yes,/tool/storyboard,Yes,169,12,Twilio,Technology,$100M - $500M,West,No,Yes,No,Yes,/mail.google.com,162.243.108.129,13,No,No
Joseph Sander,No,/tool/storyboard,No,39,4,Twilio,Technology,$100M - $500M,West,No,No,No,Yes,/facebook.com,198.199.120.102,14,Yes,No
Steven Parker,No,/tool/storyboard,No,39,4,Twilio,Technology,$100M - $500M,West,Yes,No,Yes,No,hotels.com,165.227.215.62,8,Yes,No
Cindy West,No,/tool/storyboard,No,1299,4,Twilio,Technology,$100M - $500M,West,No,No,No,Yes,/mail.google.com,34.87.141.207,5,No,No
Robbie Magic,No,/tool/storyboard,No,169,6,Twilio,Technology,$100M - $500M,West,No,Yes,Yes,Yes,/facebook.com,72.35.40.34,4,Yes,No
Jermaine Schwulst,No,/tool/storyboard,No,39,3,Twilio,Technology,$100M - $500M,West,No,No,No,Yes,/tripadvisor.com,165.227.215.62,8,No,Yes
Andrew Brown,No,/tool/storyboard,No,169,3,Twilio,Technology,$100M - $500M,West,Yes,No,No,No,/google.com,45.55.9.218,7,Yes,No
Austin Tesoriero,No,/tool/storyboard,No,39,5,Twilio,Technology,$100M - $500M,West,Yes,Yes,No,No,/mail.google.com,162.243.108.161,6,No,Yes
Darlene Ritter,No,/tool/storyboard,No,169,5,Twilio,Technology,$100M - $500M,West,No,Yes,No,No,/facebook.com,138.68.41.90,13,No,Yes
Cameron Woodall,No,/tool/storyboard,No,169,5,Twilio,Technology,$100M - $500M,West,No,No,No,Yes,hotels.com,45.55.9.218,10,No,No
Thelma Gluck,No,/tool/storyboard,No,39,4,Twilio,Technology,$100M - $500M,West,Yes,Yes,No,No,/quora,162.243.108.141,14,Yes,No
Clarice Jones,No,/tool/storyboard,No,1299,3,Twilio,Technology,$100M - $500M,West,No,Yes,Yes,Yes,hotels.com,162.243.108.161,12,No,No
Joe Fulmer,No,/tool/storyboard,No,39,3,Twilio,Technology,$100M - $500M,West,No,Yes,Yes,No,zoom.com,34.87.141.207,7,Yes,No
Dorothy Blackburn,No,/tool/storyboard,No,169,3,Twilio,Technology,$100M - $500M,West,Yes,No,Yes,Yes,/mail.google.com,142.93.8.33,9,Yes,No
Kyle Dolan,No,/tool/search,No,1299,0,Twilio,Technology,$100M - $500M,West,Yes,No,No,Yes,/facebook.com,174.138.54.49,11,Yes,No
Anthony Eatman,No,/tool/storyboard,Yes,169,15,Twilio,Technology,$100M - $500M,West,No,No,Yes,No,/google.com,159.203.166.41,12,No,Yes
Suzanna Garrido,No,/dashboard,No,39,4,Twilio,Technology,$100M - $500M,West,Yes,No,Yes,Yes,/google.com,192.200.200.99,12,No,Yes
Bradley Homer,Yes,/tool/storyboard,Yes,39,15,Twilio,Technology,$100M - $500M,West,No,Yes,Yes,Yes,zoom.com,159.203.166.41,12,No,No
William Olsen,No,/tool/storyboard,No,39,3,Twilio,Technology,$100M - $500M,West,Yes,No,Yes,No,hotels.com,162.243.107.120,12,No,Yes
Selma Norwood,No,/tool/storyboard,Yes,39,7,Twilio,Technology,$100M - $500M,West,Yes,Yes,No,Yes,/mail.google.com,191.96.42.80,16,Yes,Yes
Harold Gambrell,No,/dashboard,No,39,3,Twilio,Technology,$100M - $500M,West,No,Yes,Yes,No,/facebook.com,138.68.240.218,7,No,Yes
Monserrate Castaneda,Yes,/tool/storyboard,Yes,39,7,Twilio,Technology,$100M - $500M,West,Yes,No,No,No,/google.com,162.243.108.161,15,No,No
Richard Bacon,No,/tool/storyboard,No,169,4,Twilio,Technology,$100M - $500M,West,No,Yes,No,Yes,/google.com,34.87.141.207,12,No,Yes
Clint Schwartz,No,/tool/storyboard,No,39,4,Twilio,Technology,$100M - $500M,West,Yes,Yes,No,No,/google.com,134.209.44.228,6,Yes,Yes
Debra Barnett,Yes,/tool/build_query,Yes,39,12,Twilio,Technology,$100M - $500M,West,Yes,Yes,Yes,Yes,/facebook.com,138.197.222.35,4,No,Yes
Kathy Patel,No,/tool/storyboard,No,169,6,Twilio,Technology,$100M - $500M,West,No,Yes,Yes,No,/facebook.com,198.199.120.102,5,Yes,Yes
Eileen Croft,No,/tool/storyboard,No,39,7,Twilio,Technology,$100M - $500M,West,Yes,No,No,No,/quora,159.203.166.41,12,Yes,Yes
James Royster,No,/tool/storyboard,No,169,6,Twilio,Technology,$100M - $500M,West,Yes,Yes,Yes,Yes,/tripadvisor.com,162.243.108.141,7,No,No
Etta Vasquez,No,/dashboard,No,39,4,Twilio,Technology,$100M - $500M,West,Yes,Yes,No,Yes,/quora,162.243.107.120,11,Yes,Yes
Richard Burchill,Yes,/tool/storyboard,Yes,1299,13,Twilio,Technology,$100M - $500M,West,Yes,Yes,No,Yes,/quora,159.203.166.41,16,No,No
Nakita Ward,No,/tool/storyboard,No,169,2,Twilio,Technology,$100M - $500M,West,No,Yes,Yes,Yes,zoom.com,102.129.249.120,8,Yes,No
Ada Reffett,Yes,/tool/build_query,Yes,39,10,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,Yes,Yes,/google.com,138.68.41.90,7,Yes,No
Camilla Sissel,No,/tool/storyboard,Yes,169,5,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,No,Yes,/quora,174.138.54.49,12,No,No
Michael Merritt,No,/tool/storyboard,No,39,5,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,Yes,Yes,/slack.com,162.243.107.120,9,No,Yes
Alyssa Frank,Yes,/tool/storyboard,Yes,169,11,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,Yes,No,/google.com,138.197.222.35,12,No,Yes
Harold Lanham,No,/login,No,1299,1,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,No,No,Yes,/slack.com,142.93.8.33,15,No,Yes
Richard Adkins,No,/tool/storyboard,No,39,3,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,Yes,Yes,zoom.com,138.68.240.218,6,No,No
William Foye,No,/tool/storyboard,No,169,2,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,No,Yes,/quora,191.96.42.80,15,No,Yes
Rose Colon,Yes,/tool/storyboard,Yes,169,8,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,Yes,Yes,/mail.google.com,67.205.132.241,5,No,Yes
Cristina Wright,Yes,/tool/storyboard,Yes,39,10,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,Yes,Yes,/quora,45.55.9.218,16,No,No
Ismael Guillory,No,/tool/storyboard,No,39,5,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,Yes,Yes,/slack.com,162.243.107.120,14,Yes,No
Brittney Titsworth,No,/home,No,169,4,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,No,No,zoom.com,174.138.54.49,9,Yes,Yes
Gayle Montoya,Yes,/tool/storyboard,Yes,39,15,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,No,No,No,/facebook.com,159.203.166.41,16,No,No
Aaron Mashaw,Yes,/tool/storyboard,Yes,169,7,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,No,Yes,No,/slack.com,174.138.54.49,7,Yes,Yes
Ray Ruffin,Yes,/tool/storyboard,Yes,39,7,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,No,No,/facebook.com,34.87.141.207,4,Yes,Yes
Nannette Castro,No,/login,No,169,3,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,No,Yes,/mail.google.com,34.87.141.207,7,No,Yes
Evelyn Spader,Yes,/tool/storyboard,Yes,39,15,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,Yes,Yes,/mail.google.com,138.197.222.35,6,Yes,Yes
Lawrence Cultice,No,/tool/storyboard,No,39,3,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,No,No,Yes,/mail.google.com,142.93.8.33,5,Yes,Yes
Patti Cabrera,No,/tool/storyboard,No,1299,6,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,Yes,No,zoom.com,102.129.249.120,6,No,Yes
Robert Murray,Yes,/tool/storyboard,Yes,39,5,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,No,Yes,/google.com,138.197.222.35,7,No,No
Joel Frazier,No,/tool/storyboard,Yes,39,13,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,Yes,No,/slack.com,162.243.108.161,5,No,No
William Ziegler,No,/tool/storyboard,No,39,2,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,No,No,/facebook.com,191.96.42.80,12,No,No
Maria Ginsberg,No,/dashboard,Yes,169,13,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,Yes,No,zoom.com,162.243.108.141,6,No,Yes
George Nickerson,No,/tool/storyboard,Yes,39,9,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,No,Yes,hotels.com,162.243.108.161,8,Yes,Yes
Helen Magyar,No,/tool/search,No,39,3,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,Yes,No,No,/mail.google.com,45.55.9.218,15,Yes,No
Steven Davis,Yes,/tool/storyboard,Yes,1299,10,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,Yes,Yes,/google.com,162.243.107.120,14,Yes,Yes
Frances Dewall,Yes,/tool/storyboard,Yes,39,7,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,Yes,No,/mail.google.com,159.203.166.41,7,Yes,Yes
Vito Johnson,No,/tool/search,Yes,39,13,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,Yes,No,/google.com,174.138.54.49,4,No,Yes
Jonathan Henderson,Yes,/tool/storyboard,Yes,169,15,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,No,Yes,zoom.com,138.68.240.218,15,Yes,Yes
Emelda Marbut,Yes,/tool/storyboard,Yes,39,16,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,Yes,Yes,hotels.com,198.199.120.102,4,Yes,Yes
William Roye,No,/tool/storyboard,Yes,39,10,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,Yes,No,No,/google.com,142.93.8.33,6,Yes,No
Dolores Berry,No,/tool/storyboard,No,169,3,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,Yes,Yes,Yes,zoom.com,67.205.132.241,15,Yes,Yes
Bobby Lewis,No,/dashboard,No,169,3,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,No,Yes,/quora,159.203.166.41,13,No,Yes
Thomas Brown,No,/tool/storyboard,No,39,6,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,No,No,No,/facebook.com,45.55.9.218,5,Yes,Yes
Katie Pardo,Yes,/dashboard,Yes,39,3,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,No,No,/tripadvisor.com,159.203.166.41,9,No,Yes
Lance Martorello,No,/tool/storyboard,No,169,3,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,Yes,No,No,/google.com,174.138.54.49,6,No,Yes
Marilyn Cummins,Yes,/tool/storyboard,Yes,169,5,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,Yes,Yes,/slack.com,192.200.200.99,7,Yes,Yes
Marilyn Maltba,No,/tool/storyboard,Yes,39,5,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,No,Yes,Yes,/mail.google.com,45.55.9.218,9,Yes,Yes
Laura Williams,No,/dashboard,No,169,4,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,No,No,/mail.google.com,138.197.222.35,13,Yes,Yes
Mabel Marchant,No,/tool/storyboard,Yes,39,13,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,No,No,zoom.com,67.205.132.241,6,No,Yes
Angel Dangelo,No,/tool/storyboard,No,169,3,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,No,No,/slack.com,102.129.249.120,4,No,No
Michael Delperdang,No,/tool/storyboard,No,169,3,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,No,Yes,/mail.google.com,165.227.215.62,16,No,Yes
Amanda Termini,No,/tool/storyboard,No,1299,5,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,No,No,hotels.com,165.227.215.62,14,No,No
Rebecca Leslie,Yes,/tool/search,Yes,39,12,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,No,Yes,No,hotels.com,165.227.215.62,4,No,No
Luis Tutor,No,/tool/storyboard,No,39,7,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,No,No,Yes,zoom.com,72.35.40.34,14,Yes,Yes
Karen Smith,Yes,/tool/storyboard,Yes,39,14,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,Yes,No,/tripadvisor.com,192.200.200.99,8,No,Yes
Maria Adkins,No,/tool/storyboard,No,169,7,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,No,No,hotels.com,162.243.108.141,6,No,No
Robert Collins,Yes,/tool/storyboard,Yes,169,14,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,Yes,No,/tripadvisor.com,138.68.41.90,7,Yes,Yes
Janette Figueroa,No,/login,No,39,1,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,No,No,/tripadvisor.com,45.55.9.218,5,Yes,Yes
Alex Mitchell,Yes,/tool/storyboard,Yes,39,15,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,Yes,No,Yes,hotels.com,162.243.107.120,11,No,Yes
Donna Skousen,No,/tool/storyboard,No,39,2,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,Yes,No,/slack.com,67.205.132.241,11,No,Yes
Bernadette Rivera,No,/tool/storyboard,No,39,6,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,No,Yes,Yes,/facebook.com,192.200.200.99,14,Yes,No
June Cody,No,/login,Yes,39,9,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,Yes,No,/tripadvisor.com,67.205.132.241,4,No,No
Michael Bussey,No,/tool/storyboard,No,39,6,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,No,Yes,/google.com,162.243.107.120,13,No,Yes
Fred Madonia,No,/login,No,39,1,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,Yes,No,/slack.com,45.55.9.218,13,Yes,Yes
Michaela Culver,No,/tool/storyboard,No,39,6,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,Yes,No,No,/slack.com,72.35.40.34,8,Yes,Yes
Richard Mountain,No,/tool/storyboard,No,39,6,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,Yes,Yes,No,zoom.com,162.243.107.120,16,No,Yes
Doris Chambers,Yes,/tool/storyboard,Yes,1299,8,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,No,Yes,/slack.com,72.35.40.34,11,No,No
Annie Banda,No,/tool/storyboard,Yes,169,7,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,No,Yes,/slack.com,72.35.40.34,15,Yes,No
Juan Paddock,No,/tool/storyboard,No,169,5,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,Yes,Yes,/slack.com,162.243.108.141,12,Yes,No
Louise Cuneo,Yes,/tool/storyboard,Yes,39,10,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,No,No,No,/slack.com,138.197.222.35,5,Yes,No
Teresa Galban,Yes,/tool/search,Yes,169,11,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,Yes,No,/mail.google.com,67.205.132.241,9,Yes,Yes
Edward Miles,Yes,/tool/storyboard,Yes,169,10,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,No,No,hotels.com,138.68.240.218,10,No,Yes
Joseph Perron,Yes,/tool/storyboard,Yes,39,13,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,Yes,No,hotels.com,162.243.108.161,6,Yes,Yes
Raymond Lacroix,No,/tool/storyboard,No,39,5,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,No,No,Yes,/tripadvisor.com,174.138.54.49,8,No,No
Robert Reid,Yes,/tool/storyboard,Yes,169,14,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,Yes,No,/facebook.com,72.35.40.34,10,Yes,No
Kenneth Martin,No,/tool/storyboard,No,39,6,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,No,Yes,No,/facebook.com,162.243.107.120,8,Yes,Yes
Meghan Harris,Yes,/dashboard,Yes,39,5,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,Yes,Yes,hotels.com,162.243.107.120,7,Yes,No
Patricia Cameron,No,/tool/search,Yes,169,6,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,Yes,Yes,No,zoom.com,72.35.40.34,5,No,No
Wendy Mcknight,No,/tool/storyboard,Yes,39,10,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,Yes,No,/slack.com,134.209.44.228,5,No,No
Francis Hebert,No,/tool/storyboard,No,39,5,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,Yes,No,Yes,zoom.com,138.197.222.35,7,Yes,Yes
Karen Reece,Yes,/tool/build_query,Yes,169,2,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,No,No,/quora,67.205.132.241,9,No,No
Dawn Weiss,No,/tool/storyboard,No,1299,6,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,No,Yes,No,zoom.com,138.68.41.90,7,No,No
Elvira Loken,No,/tool/storyboard,No,1299,3,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,Yes,No,/facebook.com,162.243.108.161,5,Yes,Yes
Shanika Palmer,Yes,/tool/storyboard,Yes,169,14,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,No,No,No,/google.com,134.209.44.228,7,No,Yes
Quincy Lincoln,No,/tool/storyboard,Yes,39,8,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,Yes,No,/facebook.com,67.205.132.241,6,No,No
Andrew Grose,Yes,/tool/storyboard,Yes,169,6,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,Yes,No,/mail.google.com,72.35.40.34,4,Yes,Yes
Gertrude Bretthauer,Yes,/tool/storyboard,Yes,39,10,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,No,Yes,No,hotels.com,134.209.44.228,10,Yes,No
Robert Larson,Yes,/tool/storyboard,Yes,39,9,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,Yes,No,No,/mail.google.com,162.243.108.129,7,Yes,Yes
Darrell Gaska,No,/tool/storyboard,No,169,2,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,Yes,Yes,zoom.com,162.243.107.120,6,Yes,Yes
Nicole Burgess,No,/tool/storyboard,No,169,7,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,No,Yes,Yes,hotels.com,162.243.108.129,5,No,Yes
Cynthia Devins,No,/tool/storyboard,No,169,3,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,Yes,Yes,zoom.com,192.200.200.99,7,No,No
Thomas Starnes,No,/tool/storyboard,No,169,5,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,No,No,/facebook.com,165.227.215.62,5,Yes,No
Patricia Dargie,No,/home,Yes,39,12,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,No,No,Yes,zoom.com,165.227.215.62,8,No,No
Gary Claypoole,No,/tool/storyboard,Yes,39,9,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,Yes,Yes,No,/tripadvisor.com,72.35.40.34,4,Yes,Yes
Christopher Marshall,No,/tool/storyboard,No,39,6,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,No,Yes,No,hotels.com,138.68.41.90,4,Yes,Yes
Amy Jacob,Yes,/tool/storyboard,Yes,39,15,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,Yes,No,/mail.google.com,102.129.249.120,12,Yes,No
Lisa Gutierrez,No,/tool/storyboard,No,39,4,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,No,No,/tripadvisor.com,198.199.120.102,13,No,No
Gene Schreiber,No,/tool/storyboard,No,169,5,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,No,No,hotels.com,45.55.9.218,9,Yes,Yes
Robert Thompson,No,/tool/build_query,No,169,1,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,No,Yes,hotels.com,72.35.40.34,16,No,Yes
Adam Malone,No,/tool/storyboard,No,169,6,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,No,Yes,No,/slack.com,67.205.132.241,5,Yes,No
Peter Vo,No,/tool/storyboard,No,169,5,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,No,Yes,/facebook.com,165.227.215.62,6,No,No
Mitchell Smith,No,/tool/storyboard,No,169,5,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,No,Yes,No,/google.com,138.197.222.35,15,Yes,Yes
Lisa Watson,No,/home,No,169,0,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,No,No,/google.com,34.87.141.207,11,No,No
Thomas Newton,No,/tool/storyboard,No,39,5,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,Yes,No,/facebook.com,165.227.215.62,11,Yes,Yes
Elizabeth Hiller,No,/login,No,169,4,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,Yes,No,/mail.google.com,134.209.44.228,11,No,No
Mary Neville,No,/tool/storyboard,No,39,3,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,Yes,No,zoom.com,165.227.215.62,9,No,Yes
Alma Carranza,No,/tool/storyboard,No,169,3,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,Yes,No,/tripadvisor.com,138.68.41.90,7,No,Yes
Marjorie Taylor,Yes,/tool/build_query,Yes,169,9,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,No,Yes,/facebook.com,134.209.44.228,14,No,No
Marguerite Maher,No,/tool/storyboard,No,169,3,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,No,No,/mail.google.com,134.209.44.228,12,No,No
Heather Upton,No,/tool/storyboard,Yes,39,9,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,No,Yes,/facebook.com,34.87.141.207,16,No,No
Edward Shepherd,No,/tool/storyboard,No,1299,2,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,Yes,No,No,/mail.google.com,174.138.54.49,16,Yes,No
Mildred Eddins,No,/tool/storyboard,No,169,3,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,Yes,No,Yes,/quora,138.68.41.90,10,No,Yes
Adeline Eaton,No,/tool/storyboard,No,1299,5,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,No,No,No,/slack.com,162.243.108.161,15,Yes,No
Kevin Vue,No,/tool/storyboard,No,39,6,US Soccer Federation,Hospitality,<$100M,Midwest,No,No,No,Yes,/slack.com,138.68.240.218,9,Yes,No
Laura Broadnax,No,/tool/storyboard,No,39,5,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,No,No,hotels.com,138.68.41.90,7,Yes,No
Jeffrey Dicker,No,/tool/storyboard,No,39,2,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,Yes,No,/mail.google.com,198.199.120.102,10,Yes,Yes
Al Rivera,No,/tool/storyboard,Yes,39,5,US Soccer Federation,Hospitality,<$100M,Midwest,Yes,Yes,Yes,Yes,/tripadvisor.com,198.199.120.102,5,No,No
Mary Knauer,No,/tool/storyboard,No,169,3,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,Yes,Yes,hotels.com,67.205.132.241,8,No,No
Edward Smith,Yes,/tool/storyboard,Yes,1299,6,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,No,Yes,/mail.google.com,192.200.200.99,14,Yes,Yes
Eva Kull,No,/tool/storyboard,No,1299,4,US Soccer Federation,Hospitality,<$100M,Midwest,No,Yes,No,No,zoom.com,34.87.141.207,8,No,Yes
